order_id,injected_issue
ORD-11454,
ORD-11455,
ORD-11456,
ORD-11457,DUPLICATE_UTR
ORD-11458,
ORD-11459,
ORD-11460,
ORD-11461,
ORD-11462,
ORD-11463,
ORD-11464,GST_ROUNDING_DELTA
ORD-11465,DUPLICATE_UTR
ORD-11466,WRONG_MDR_TIER
ORD-11467,
ORD-11468,
ORD-11469,
ORD-11470,
ORD-11471,
ORD-11472,
ORD-11473,
ORD-11474,
ORD-11475,
ORD-11476,
ORD-11477,
ORD-11478,
ORD-11479,
ORD-11480,
ORD-11481,
ORD-11482,
ORD-11483,
ORD-11484,
ORD-11485,
ORD-11486,
ORD-11487,
ORD-11488,
ORD-11489,
ORD-11490,
ORD-11491,DUPLICATE_UTR
ORD-11492,
ORD-11493,
ORD-11494,
ORD-11495,
ORD-11496,TDS_MISMATCH
ORD-11497,
ORD-11498,
ORD-11499,
ORD-11500,
ORD-11501,
ORD-11502,
ORD-11503,
ORD-11504,
ORD-11505,
ORD-11506,
ORD-11507,
ORD-11508,
ORD-11509,DUPLICATE_UTR
ORD-11510,
ORD-11511,
ORD-11512,
ORD-11513,
ORD-11514,
ORD-11515,
ORD-11516,WRONG_MDR_TIER
ORD-11517,
ORD-11518,
ORD-11519,
ORD-11520,DUPLICATE_UTR
ORD-11521,
ORD-11522,
ORD-11523,
UNKNOWN-6446,UNLINKED_DEDUCTION
ORD-11525,
ORD-11526,
ORD-11527,
ORD-11528,
ORD-11529,
ORD-11530,
ORD-11531,
ORD-11532,
ORD-11533,
ORD-11534,
ORD-11535,
ORD-11536,
ORD-11537,
ORD-11538,TIMING_DRIFT
ORD-11539,
ORD-11540,
ORD-11541,
ORD-11542,
ORD-11543,
ORD-11544,
ORD-11545,
ORD-11546,
ORD-11547,TIMING_DRIFT
ORD-11548,DUPLICATE_UTR
ORD-11549,
ORD-11550,
ORD-11551,
ORD-11552,
ORD-11553,
ORD-11554,
ORD-11555,
ORD-11556,
ORD-11557,
ORD-11558,
ORD-11559,
ORD-11560,DUPLICATE_UTR
ORD-11561,
ORD-11562,
ORD-11563,
ORD-11564,
ORD-11565,
ORD-11566,
ORD-11567,
ORD-11568,
ORD-11569,
ORD-11570,
ORD-11571,
ORD-11572,
ORD-11573,
ORD-11574,
ORD-11575,
ORD-11576,
ORD-11577,DUPLICATE_UTR
ORD-11578,
ORD-11579,
ORD-11580,TIMING_DRIFT
ORD-11581,
ORD-11582,
ORD-11583,
ORD-11584,
ORD-11585,
ORD-11586,
ORD-11587,
ORD-11588,
ORD-11589,
ORD-11590,WRONG_MDR_TIER
ORD-11591,
ORD-11592,DUPLICATE_UTR
ORD-11593,
ORD-11594,
ORD-11595,
ORD-11596,
ORD-11597,GST_ROUNDING_DELTA
ORD-11598,DUPLICATE_UTR
ORD-11599,
ORD-11600,
ORD-11601,
ORD-11602,
ORD-11603,
ORD-11604,
ORD-11605,DUPLICATE_UTR
ORD-11606,
ORD-11607,
ORD-11608,
ORD-11609,WRONG_MDR_TIER
ORD-11610,
ORD-11611,
ORD-11612,
ORD-11613,
ORD-11614,
ORD-11615,
ORD-11616,SPLIT_SETTLEMENT
ORD-11617,
ORD-11618,
ORD-11619,
ORD-11620,
ORD-11621,
ORD-11622,
ORD-11623,
ORD-11624,
ORD-11625,
ORD-11626,
ORD-11627,
ORD-11628,
ORD-11629,
ORD-11630,
ORD-11631,
ORD-11632,
ORD-11633,
ORD-11634,
ORD-11635,
ORD-11636,
ORD-11637,
ORD-11638,
ORD-11639,
ORD-11640,
ORD-11641,
ORD-11642,
ORD-11643,
ORD-11644,
ORD-11645,
ORD-11646,
ORD-11647,DUPLICATE_UTR
ORD-11648,
ORD-11649,
ORD-11650,
ORD-11651,
ORD-11652,SPLIT_SETTLEMENT
ORD-11653,
ORD-11654,
ORD-11655,TIMING_DRIFT
ORD-11656,
ORD-11657,
ORD-11658,
ORD-11659,
ORD-11660,
ORD-11661,
ORD-11662,
ORD-11663,
ORD-11664,
ORD-11665,
ORD-11666,
ORD-11667,
ORD-11668,DUPLICATE_UTR
ORD-11669,
ORD-11670,
ORD-11671,
ORD-11672,
ORD-11673,
ORD-11674,
ORD-11675,
UNKNOWN-7854,UNLINKED_DEDUCTION
ORD-11677,DUPLICATE_UTR
ORD-11678,DUPLICATE_UTR
ORD-11679,
ORD-11680,
ORD-11681,
ORD-11682,
ORD-11683,
ORD-11684,
ORD-11685,
ORD-11686,TDS_MISMATCH
ORD-11687,
ORD-11688,
ORD-11689,
ORD-11690,
ORD-11691,
ORD-11692,
UNKNOWN-8655,UNLINKED_DEDUCTION
ORD-11694,
ORD-11695,
ORD-11696,
ORD-11697,
ORD-11698,
ORD-11699,
ORD-11700,
ORD-11701,
ORD-11702,
ORD-11703,
ORD-11704,
ORD-11705,
ORD-11706,
ORD-11707,
ORD-11708,
ORD-11709,
ORD-11710,
ORD-11711,
ORD-11712,SPLIT_SETTLEMENT
ORD-11713,
ORD-11714,
ORD-11715,
ORD-11716,
ORD-11717,DUPLICATE_UTR
ORD-11718,DUPLICATE_UTR
ORD-11719,
ORD-11720,
ORD-11721,
ORD-11722,GST_ROUNDING_DELTA
ORD-11723,DUPLICATE_UTR
ORD-11724,
ORD-11725,
ORD-11726,TIMING_DRIFT
ORD-11727,
ORD-11728,
ORD-11729,
ORD-11730,
ORD-11731,
ORD-11732,GST_ROUNDING_DELTA
ORD-11733,
ORD-11734,
ORD-11735,GST_ROUNDING_DELTA
ORD-11736,TIMING_DRIFT
ORD-11737,
ORD-11738,
ORD-11739,
ORD-11740,
ORD-11741,TIMING_DRIFT
ORD-11742,
ORD-11743,
ORD-11744,
ORD-11745,
ORD-11746,
ORD-11747,
ORD-11748,
ORD-11749,
ORD-11750,
ORD-11751,
ORD-11752,TDS_MISMATCH
ORD-11753,
ORD-11754,
ORD-11755,
ORD-11756,
ORD-11757,
ORD-11758,
ORD-11759,
ORD-11760,
ORD-11761,
ORD-11762,
ORD-11763,
ORD-11764,TIMING_DRIFT
ORD-11765,
ORD-11766,
ORD-11767,
ORD-11768,
ORD-11769,
ORD-11770,
ORD-11771,
ORD-11772,
ORD-11773,
ORD-11774,
ORD-11775,
ORD-11776,
ORD-11777,GST_ROUNDING_DELTA
ORD-11778,TDS_MISMATCH
ORD-11779,
ORD-11780,NEGATIVE_NET_PAYOUT
ORD-11781,DUPLICATE_UTR
ORD-11782,
ORD-11783,
ORD-11784,DUPLICATE_UTR
ORD-11785,
ORD-11786,
ORD-11787,
ORD-11788,
ORD-11789,
ORD-11790,
ORD-11791,
ORD-11792,
ORD-11793,
ORD-11794,
ORD-11795,
ORD-11796,
ORD-11797,
ORD-11798,
ORD-11799,
ORD-11800,
ORD-11801,DUPLICATE_UTR
ORD-11802,
ORD-11803,
ORD-11804,
ORD-11805,
ORD-11806,
ORD-11807,
ORD-11808,DUPLICATE_UTR
ORD-11809,
ORD-11810,
ORD-11811,
ORD-11812,
ORD-11813,
ORD-11814,
ORD-11815,TIMING_DRIFT
ORD-11816,
ORD-11817,
ORD-11818,
ORD-11819,SPLIT_SETTLEMENT
ORD-11820,
ORD-11821,
ORD-11822,
ORD-11823,
ORD-11824,
ORD-11825,
ORD-11826,
ORD-11827,
ORD-11828,
ORD-11829,
ORD-11830,
ORD-11831,
ORD-11832,
ORD-11833,
ORD-11834,
ORD-11835,
ORD-11836,TDS_MISMATCH
ORD-11837,GST_ROUNDING_DELTA
ORD-11838,
ORD-11839,
ORD-11840,
ORD-11841,
ORD-11842,
ORD-11843,
ORD-11844,DUPLICATE_UTR
ORD-11845,
ORD-11846,
ORD-11847,
ORD-11848,
ORD-11849,
ORD-11850,
ORD-11851,
ORD-11852,
ORD-11853,
ORD-11854,
ORD-11855,
ORD-11856,
ORD-11857,TIMING_DRIFT
ORD-11858,
ORD-11859,
ORD-11860,
ORD-11861,
ORD-11862,
ORD-11863,
ORD-11864,
ORD-11865,
ORD-11866,
ORD-11867,
ORD-11868,
UNKNOWN-3953,UNLINKED_DEDUCTION
ORD-11870,SPLIT_SETTLEMENT
ORD-11871,
ORD-11872,
ORD-11873,
ORD-11874,
ORD-11875,
ORD-11876,
ORD-11877,
ORD-11878,
ORD-11879,
ORD-11880,
ORD-11881,
ORD-11882,
ORD-11883,
ORD-11884,
ORD-11885,WRONG_MDR_TIER
ORD-11886,
ORD-11887,
ORD-11888,
ORD-11889,
ORD-11890,
ORD-11891,
ORD-11892,
ORD-11893,
ORD-11894,
ORD-11895,
ORD-11896,
ORD-11897,WRONG_MDR_TIER
ORD-11898,
ORD-11899,
ORD-11900,
ORD-11901,
ORD-11902,
ORD-11903,
ORD-11904,
ORD-11905,
ORD-11906,GST_ROUNDING_DELTA
ORD-11907,
ORD-11908,
ORD-11909,
ORD-11910,
ORD-11911,DUPLICATE_UTR
ORD-11912,DUPLICATE_UTR
ORD-11913,
ORD-11914,
ORD-11915,
ORD-11916,
ORD-11917,DUPLICATE_UTR
ORD-11918,
ORD-11919,
ORD-11920,
ORD-11921,
ORD-11922,
ORD-11923,
ORD-11924,
ORD-11925,
ORD-11926,TIMING_DRIFT
ORD-11927,
ORD-11928,
ORD-11929,
ORD-11930,
ORD-11931,
ORD-11932,
ORD-11933,
ORD-11934,
ORD-11935,
ORD-11936,
ORD-11937,TIMING_DRIFT
ORD-11938,
ORD-11939,
ORD-11940,TIMING_DRIFT
ORD-11941,
ORD-11942,
ORD-11943,
ORD-11944,
ORD-11945,
ORD-11946,
ORD-11947,
ORD-11948,TDS_MISMATCH
ORD-11949,TDS_MISMATCH
ORD-11950,
ORD-11951,
ORD-11952,WRONG_MDR_TIER
ORD-11953,
ORD-11954,
ORD-11955,
ORD-11956,
ORD-11957,
ORD-11958,
ORD-11959,DUPLICATE_UTR
ORD-11960,
ORD-11961,
ORD-11962,
ORD-11963,
ORD-11964,
ORD-11965,
ORD-11966,
ORD-11967,
ORD-11968,
ORD-11969,
ORD-11970,
ORD-11971,
ORD-11972,
ORD-11973,
ORD-11974,
ORD-11975,
ORD-11976,
ORD-11977,WRONG_MDR_TIER
ORD-11978,
ORD-11979,
ORD-11980,
ORD-11981,
ORD-11982,
ORD-11983,
ORD-11984,DUPLICATE_UTR
ORD-11985,
ORD-11986,
ORD-11987,
ORD-11988,
ORD-11989,
ORD-11990,
ORD-11991,TIMING_DRIFT
ORD-11992,
ORD-11993,
ORD-11994,
ORD-11995,
ORD-11996,
ORD-11997,
ORD-11998,
ORD-11999,
ORD-12000,
