order_id,order_date,customer_id,gross_amount,payment_instrument,contracted_mdr_rate,refund_amount,refund_date,expected_mdr,expected_gst_on_mdr,expected_tds,expected_net_amount
ORD-10247,2026-01-09,CUST-2913,7970.47,UPI,0.00,0.00,,0.00,0.00,79.70,7890.77
ORD-10248,2026-01-18,CUST-8312,2477.66,NetBanking,0.015,0.00,,37.16,6.69,24.78,2409.03
ORD-10249,2026-01-24,CUST-1892,8147.22,Card,0.02,0.00,,162.94,29.33,81.47,7873.48
ORD-10250,2026-01-02,CUST-2290,13186.42,UPI,0.00,0.00,,0.00,0.00,131.86,13054.56
ORD-10251,2026-01-09,CUST-2218,14343.64,NetBanking,0.015,0.00,,215.15,38.73,143.44,13946.32
ORD-10252,2026-01-08,CUST-1954,4364.59,UPI,0.00,1954.71,2026-01-14,0.00,0.00,43.65,2366.23
ORD-10253,2026-01-26,CUST-9228,3458.71,Card,0.02,0.00,,69.17,12.45,34.59,3342.50
ORD-10254,2026-01-17,CUST-6233,7528.17,UPI,0.00,0.00,,0.00,0.00,75.28,7452.89
ORD-10255,2026-01-26,CUST-2591,9999.26,UPI,0.00,0.00,,0.00,0.00,99.99,9899.27
ORD-10256,2026-01-01,CUST-5311,12001.91,Card,0.02,0.00,,240.04,43.21,120.02,11598.64
ORD-10257,2026-01-27,CUST-2704,5143.33,UPI,0.00,0.00,,0.00,0.00,51.43,5091.90
ORD-10258,2026-01-04,CUST-5286,10545.06,UPI,0.00,0.00,,0.00,0.00,105.45,10439.61
ORD-10259,2026-01-13,CUST-3808,632.86,NetBanking,0.015,0.00,,9.49,1.71,6.33,615.33
ORD-10260,2026-01-11,CUST-4741,13648.78,UPI,0.00,0.00,,0.00,0.00,136.49,13512.29
ORD-10261,2026-01-13,CUST-1294,3058.37,UPI,0.00,0.00,,0.00,0.00,30.58,3027.79
ORD-10262,2026-01-09,CUST-3064,1914.49,UPI,0.00,975.13,2026-01-15,0.00,0.00,19.14,920.22
ORD-10263,2026-01-06,CUST-6352,14452.28,UPI,0.00,0.00,,0.00,0.00,144.52,14307.76
ORD-10264,2026-01-30,CUST-6084,11874.34,UPI,0.00,0.00,,0.00,0.00,118.74,11755.60
ORD-10265,2026-01-04,CUST-2040,11610.57,Card,0.02,0.00,,232.21,41.80,116.11,11220.45
ORD-10266,2026-01-22,CUST-5569,1305.48,NetBanking,0.015,0.00,,19.58,3.52,13.05,1269.33
ORD-10267,2026-01-15,CUST-9476,6800.18,Card,0.02,0.00,,136.00,24.48,68.00,6571.70
ORD-10268,2026-01-12,CUST-6126,1171.27,NetBanking,0.015,0.00,,17.57,3.16,11.71,1138.83
ORD-10269,2026-01-19,CUST-4356,14175.69,UPI,0.00,0.00,,0.00,0.00,141.76,14033.93
ORD-10270,2026-01-15,CUST-3844,10466.50,UPI,0.00,0.00,,0.00,0.00,104.67,10361.83
ORD-10271,2026-01-14,CUST-4155,9886.77,UPI,0.00,0.00,,0.00,0.00,98.87,9787.90
ORD-10272,2026-01-12,CUST-1988,14165.52,UPI,0.00,0.00,,0.00,0.00,141.66,14023.86
ORD-10273,2026-01-06,CUST-2682,4258.38,International Card,0.03,0.00,,127.75,23.00,42.58,4065.05
ORD-10274,2026-01-28,CUST-1933,3603.33,UPI,0.00,1534.42,2026-02-03,0.00,0.00,36.03,2032.88
ORD-10275,2026-01-18,CUST-6390,7178.68,UPI,0.00,0.00,,0.00,0.00,71.79,7106.89
ORD-10276,2026-01-25,CUST-6776,1549.23,UPI,0.00,0.00,,0.00,0.00,15.49,1533.74
ORD-10277,2026-01-18,CUST-7342,9468.06,UPI,0.00,5306.13,2026-01-21,0.00,0.00,94.68,4067.25
ORD-10278,2026-01-20,CUST-8725,7039.04,UPI,0.00,0.00,,0.00,0.00,70.39,6968.65
ORD-10279,2026-01-30,CUST-2875,6568.53,UPI,0.00,0.00,,0.00,0.00,65.69,6502.84
ORD-10280,2026-01-22,CUST-6109,5023.70,Card,0.02,0.00,,100.47,18.08,50.24,4854.91
ORD-10281,2026-01-13,CUST-5167,7076.06,Card,0.02,0.00,,141.52,25.47,70.76,6838.31
ORD-10282,2026-01-15,CUST-9357,4516.61,Card,0.02,0.00,,90.33,16.26,45.17,4364.85
ORD-10283,2026-01-06,CUST-4496,786.36,UPI,0.00,0.00,,0.00,0.00,7.86,778.50
ORD-10284,2026-01-17,CUST-7731,14802.61,UPI,0.00,0.00,,0.00,0.00,148.03,14654.58
ORD-10285,2026-01-22,CUST-3720,8482.80,UPI,0.00,0.00,,0.00,0.00,84.83,8397.97
ORD-10286,2026-01-02,CUST-7368,1500.42,UPI,0.00,208.99,2026-01-06,0.00,0.00,15.00,1276.43
ORD-10287,2026-01-07,CUST-8014,3172.71,Card,0.02,0.00,,63.45,11.42,31.73,3066.11
ORD-10288,2026-01-10,CUST-9619,1747.60,Card,0.02,0.00,,34.95,6.29,17.48,1688.88
ORD-10289,2026-01-06,CUST-3056,14055.94,UPI,0.00,0.00,,0.00,0.00,140.56,13915.38
ORD-10290,2026-01-18,CUST-9907,13090.34,Card,0.02,0.00,,261.81,47.13,130.90,12650.50
ORD-10291,2026-01-30,CUST-9442,7369.10,Card,0.02,0.00,,147.38,26.53,73.69,7121.50
ORD-10292,2026-01-06,CUST-1021,6894.31,Card,0.02,0.00,,137.89,24.82,68.94,6662.66
ORD-10293,2026-01-10,CUST-5109,1408.12,UPI,0.00,0.00,,0.00,0.00,14.08,1394.04
ORD-10294,2026-01-13,CUST-2560,13102.40,UPI,0.00,0.00,,0.00,0.00,131.02,12971.38
ORD-10295,2026-01-04,CUST-5780,2895.35,Card,0.02,0.00,,57.91,10.42,28.95,2798.07
ORD-10296,2026-01-19,CUST-8979,8419.38,Card,0.02,0.00,,168.39,30.31,84.19,8136.49
ORD-10297,2026-01-24,CUST-3920,7500.50,UPI,0.00,0.00,,0.00,0.00,75.01,7425.49
ORD-10298,2026-01-29,CUST-7236,6392.32,UPI,0.00,0.00,,0.00,0.00,63.92,6328.40
ORD-10299,2026-01-17,CUST-8005,14419.55,UPI,0.00,0.00,,0.00,0.00,144.20,14275.35
ORD-10300,2026-01-05,CUST-4453,14817.21,UPI,0.00,0.00,,0.00,0.00,148.17,14669.04
ORD-10301,2026-01-09,CUST-7563,635.04,UPI,0.00,0.00,,0.00,0.00,6.35,628.69
ORD-10302,2026-01-15,CUST-2394,4401.05,UPI,0.00,0.00,,0.00,0.00,44.01,4357.04
ORD-10303,2026-01-18,CUST-3958,3689.72,Card,0.02,0.00,,73.79,13.28,36.90,3565.75
ORD-10304,2026-01-30,CUST-1525,14576.65,UPI,0.00,0.00,,0.00,0.00,145.77,14430.88
ORD-10305,2026-01-13,CUST-5648,3859.02,NetBanking,0.015,0.00,,57.89,10.42,38.59,3752.12
ORD-10306,2026-01-24,CUST-3278,5516.65,Card,0.02,0.00,,110.33,19.86,55.17,5331.29
ORD-10307,2026-01-27,CUST-9219,4020.37,Card,0.02,0.00,,80.41,14.47,40.20,3885.29
ORD-10308,2026-01-08,CUST-5555,2136.93,Wallet,0.018,0.00,,38.46,6.92,21.37,2070.18
ORD-10309,2026-01-11,CUST-4081,1287.75,UPI,0.00,0.00,,0.00,0.00,12.88,1274.87
ORD-10310,2026-01-10,CUST-4432,6577.14,UPI,0.00,0.00,,0.00,0.00,65.77,6511.37
ORD-10311,2026-01-01,CUST-1575,5516.91,UPI,0.00,0.00,,0.00,0.00,55.17,5461.74
ORD-10312,2026-01-15,CUST-7116,8095.98,Card,0.02,0.00,,161.92,29.15,80.96,7823.95
ORD-10313,2026-01-24,CUST-3203,12990.40,Card,0.02,0.00,,259.81,46.77,129.90,12553.92
ORD-10314,2026-01-20,CUST-4953,14803.06,UPI,0.00,0.00,,0.00,0.00,148.03,14655.03
ORD-10315,2026-01-26,CUST-7262,3525.58,UPI,0.00,0.00,,0.00,0.00,35.26,3490.32
ORD-10316,2026-01-01,CUST-2229,10385.48,UPI,0.00,0.00,,0.00,0.00,103.85,10281.63
ORD-10317,2026-01-27,CUST-1125,14286.81,Card,0.02,0.00,,285.74,51.43,142.87,13806.77
ORD-10318,2026-01-24,CUST-7638,7921.60,UPI,0.00,0.00,,0.00,0.00,79.22,7842.38
ORD-10319,2026-01-23,CUST-7527,2164.18,UPI,0.00,0.00,,0.00,0.00,21.64,2142.54
ORD-10320,2026-01-28,CUST-5470,2603.25,UPI,0.00,0.00,,0.00,0.00,26.03,2577.22
ORD-10321,2026-01-29,CUST-8519,3671.51,Wallet,0.018,0.00,,66.09,11.90,36.72,3556.80
ORD-10322,2026-01-01,CUST-6238,14180.29,Card,0.02,0.00,,283.61,51.05,141.80,13703.83
ORD-10323,2026-01-17,CUST-8705,13059.79,Card,0.02,7384.98,2026-01-20,261.20,47.02,130.60,5235.99
ORD-10324,2026-01-04,CUST-4072,3391.99,Card,0.02,0.00,,67.84,12.21,33.92,3278.02
ORD-10325,2026-01-05,CUST-9125,9936.11,International Card,0.03,5848.27,2026-01-06,298.08,53.65,99.36,3636.75
ORD-10326,2026-01-25,CUST-7924,11779.31,Card,0.02,0.00,,235.59,42.41,117.79,11383.52
ORD-10327,2026-01-04,CUST-4173,5040.09,Card,0.02,0.00,,100.80,18.14,50.40,4870.75
ORD-10328,2026-01-18,CUST-2000,4894.50,NetBanking,0.015,0.00,,73.42,13.22,48.95,4758.91
ORD-10329,2026-01-30,CUST-1454,285.23,UPI,0.00,0.00,,0.00,0.00,2.85,282.38
ORD-10330,2026-01-07,CUST-3190,10492.91,UPI,0.00,0.00,,0.00,0.00,104.93,10387.98
ORD-10331,2026-01-17,CUST-9927,5724.13,UPI,0.00,0.00,,0.00,0.00,57.24,5666.89
ORD-10332,2026-01-03,CUST-8117,9368.46,UPI,0.00,0.00,,0.00,0.00,93.68,9274.78
ORD-10333,2026-01-26,CUST-7471,7882.41,UPI,0.00,2133.17,2026-01-30,0.00,0.00,78.82,5670.42
ORD-10334,2026-01-05,CUST-5399,8786.55,UPI,0.00,0.00,,0.00,0.00,87.87,8698.68
ORD-10335,2026-01-16,CUST-6445,11253.76,Card,0.02,0.00,,225.08,40.51,112.54,10875.63
ORD-10336,2026-01-21,CUST-1406,6576.76,NetBanking,0.015,0.00,,98.65,17.76,65.77,6394.58
ORD-10337,2026-01-15,CUST-7936,9889.46,UPI,0.00,0.00,,0.00,0.00,98.89,9790.57
ORD-10338,2026-01-13,CUST-5882,1701.03,UPI,0.00,0.00,,0.00,0.00,17.01,1684.02
ORD-10339,2026-01-20,CUST-4610,13958.17,UPI,0.00,0.00,,0.00,0.00,139.58,13818.59
ORD-10340,2026-01-10,CUST-6539,10821.01,UPI,0.00,0.00,,0.00,0.00,108.21,10712.80
ORD-10341,2026-01-26,CUST-5445,2881.01,Card,0.02,0.00,,57.62,10.37,28.81,2784.21
ORD-10342,2026-01-13,CUST-4654,4570.12,Card,0.02,0.00,,91.40,16.45,45.70,4416.57
ORD-10343,2026-01-24,CUST-9227,6483.01,UPI,0.00,0.00,,0.00,0.00,64.83,6418.18
ORD-10344,2026-01-12,CUST-6495,7992.19,UPI,0.00,3348.67,2026-01-13,0.00,0.00,79.92,4563.60
ORD-10345,2026-01-22,CUST-4097,3338.26,Card,0.02,0.00,,66.77,12.02,33.38,3226.09
ORD-10346,2026-01-29,CUST-7295,5430.64,UPI,0.00,0.00,,0.00,0.00,54.31,5376.33
ORD-10347,2026-01-18,CUST-7807,12374.69,UPI,0.00,0.00,,0.00,0.00,123.75,12250.94
ORD-10348,2026-01-18,CUST-6010,9433.12,UPI,0.00,0.00,,0.00,0.00,94.33,9338.79
ORD-10349,2026-01-15,CUST-1482,13065.04,UPI,0.00,0.00,,0.00,0.00,130.65,12934.39
ORD-10350,2026-01-22,CUST-3852,9701.18,Card,0.02,0.00,,194.02,34.92,97.01,9375.23
ORD-10351,2026-01-10,CUST-2100,8998.25,UPI,0.00,0.00,,0.00,0.00,89.98,8908.27
ORD-10352,2026-01-03,CUST-5358,10488.14,UPI,0.00,0.00,,0.00,0.00,104.88,10383.26
ORD-10353,2026-01-07,CUST-7602,14870.59,UPI,0.00,0.00,,0.00,0.00,148.71,14721.88
ORD-10354,2026-01-26,CUST-2125,8760.13,UPI,0.00,0.00,,0.00,0.00,87.60,8672.53
ORD-10355,2026-01-08,CUST-8843,3039.64,UPI,0.00,0.00,,0.00,0.00,30.40,3009.24
ORD-10356,2026-01-09,CUST-1707,6747.67,NetBanking,0.015,0.00,,101.22,18.22,67.48,6560.75
ORD-10357,2026-01-12,CUST-4610,9674.49,UPI,0.00,0.00,,0.00,0.00,96.74,9577.75
ORD-10358,2026-01-03,CUST-8979,5000.14,UPI,0.00,0.00,,0.00,0.00,50.00,4950.14
ORD-10359,2026-01-23,CUST-6291,9995.22,Card,0.02,0.00,,199.90,35.98,99.95,9659.39
ORD-10360,2026-01-30,CUST-5211,1090.11,Card,0.02,0.00,,21.80,3.92,10.90,1053.49
ORD-10361,2026-01-13,CUST-4374,3173.82,UPI,0.00,0.00,,0.00,0.00,31.74,3142.08
ORD-10362,2026-01-25,CUST-4083,5344.06,Card,0.02,0.00,,106.88,19.24,53.44,5164.50
ORD-10363,2026-01-16,CUST-1236,1973.47,Wallet,0.018,924.75,2026-01-22,35.52,6.39,19.73,987.08
ORD-10364,2026-01-12,CUST-3368,12662.09,UPI,0.00,0.00,,0.00,0.00,126.62,12535.47
ORD-10365,2026-01-18,CUST-5895,2090.16,NetBanking,0.015,0.00,,31.35,5.64,20.90,2032.27
ORD-10366,2026-01-02,CUST-4725,1941.21,UPI,0.00,0.00,,0.00,0.00,19.41,1921.80
ORD-10367,2026-01-09,CUST-1340,5325.56,UPI,0.00,0.00,,0.00,0.00,53.26,5272.30
ORD-10368,2026-01-03,CUST-6299,4339.61,Wallet,0.018,0.00,,78.11,14.06,43.40,4204.04
ORD-10369,2026-01-06,CUST-2442,11836.88,Card,0.02,0.00,,236.74,42.61,118.37,11439.16
ORD-10370,2026-01-20,CUST-5107,13972.81,UPI,0.00,0.00,,0.00,0.00,139.73,13833.08
ORD-10371,2026-01-03,CUST-8629,12127.70,Card,0.02,0.00,,242.55,43.66,121.28,11720.21
ORD-10372,2026-01-09,CUST-8842,2768.16,Card,0.02,0.00,,55.36,9.96,27.68,2675.16
ORD-10373,2026-01-20,CUST-7097,9686.39,NetBanking,0.015,0.00,,145.30,26.15,96.86,9418.08
ORD-10374,2026-01-22,CUST-5259,9174.29,UPI,0.00,0.00,,0.00,0.00,91.74,9082.55
ORD-10375,2026-01-14,CUST-3530,6100.21,UPI,0.00,0.00,,0.00,0.00,61.00,6039.21
ORD-10376,2026-01-08,CUST-3964,582.02,UPI,0.00,0.00,,0.00,0.00,5.82,576.20
ORD-10377,2026-01-28,CUST-8179,14494.17,UPI,0.00,0.00,,0.00,0.00,144.94,14349.23
ORD-10378,2026-01-14,CUST-6777,4310.74,NetBanking,0.015,469.20,2026-01-16,64.66,11.64,43.11,3722.13
ORD-10379,2026-01-28,CUST-7610,5919.62,Card,0.02,0.00,,118.39,21.31,59.20,5720.72
ORD-10380,2026-01-25,CUST-5737,7372.10,Card,0.02,0.00,,147.44,26.54,73.72,7124.40
ORD-10381,2026-01-15,CUST-9648,6568.99,UPI,0.00,0.00,,0.00,0.00,65.69,6503.30
ORD-10382,2026-01-28,CUST-7406,10443.99,UPI,0.00,0.00,,0.00,0.00,104.44,10339.55
ORD-10383,2026-01-07,CUST-6671,12246.76,Card,0.02,0.00,,244.94,44.09,122.47,11835.26
ORD-10384,2026-01-20,CUST-1419,8000.21,UPI,0.00,0.00,,0.00,0.00,80.00,7920.21
ORD-10385,2026-01-20,CUST-8870,6856.81,UPI,0.00,0.00,,0.00,0.00,68.57,6788.24
ORD-10386,2026-01-28,CUST-2549,2817.93,UPI,0.00,0.00,,0.00,0.00,28.18,2789.75
ORD-10387,2026-01-23,CUST-5481,2180.30,UPI,0.00,0.00,,0.00,0.00,21.80,2158.50
ORD-10388,2026-01-21,CUST-7793,10278.43,UPI,0.00,0.00,,0.00,0.00,102.78,10175.65
ORD-10389,2026-01-13,CUST-7356,12547.69,Card,0.02,0.00,,250.95,45.17,125.48,12126.09
ORD-10390,2026-01-05,CUST-5268,830.97,UPI,0.00,0.00,,0.00,0.00,8.31,822.66
ORD-10391,2026-01-11,CUST-5798,7590.14,UPI,0.00,0.00,,0.00,0.00,75.90,7514.24
ORD-10392,2026-01-30,CUST-6827,12996.97,UPI,0.00,0.00,,0.00,0.00,129.97,12867.00
ORD-10393,2026-01-03,CUST-4493,6007.43,Wallet,0.018,0.00,,108.13,19.46,60.07,5819.77
ORD-10394,2026-01-17,CUST-4191,4868.02,Card,0.02,0.00,,97.36,17.52,48.68,4704.46
ORD-10395,2026-01-29,CUST-8177,13968.72,UPI,0.00,0.00,,0.00,0.00,139.69,13829.03
ORD-10396,2026-01-28,CUST-9906,7532.69,UPI,0.00,0.00,,0.00,0.00,75.33,7457.36
ORD-10397,2026-01-17,CUST-1078,13362.99,UPI,0.00,0.00,,0.00,0.00,133.63,13229.36
ORD-10398,2026-01-05,CUST-8083,7780.88,Card,0.02,1107.97,2026-01-08,155.62,28.01,77.81,6411.47
ORD-10399,2026-01-01,CUST-8788,12071.53,UPI,0.00,4276.82,2026-01-07,0.00,0.00,120.72,7673.99
ORD-10400,2026-01-26,CUST-1365,14875.51,Wallet,0.018,0.00,,267.76,48.20,148.76,14410.79
ORD-10401,2026-01-19,CUST-9754,2776.82,UPI,0.00,0.00,,0.00,0.00,27.77,2749.05
ORD-10402,2026-01-08,CUST-6439,6479.59,UPI,0.00,0.00,,0.00,0.00,64.80,6414.79
ORD-10403,2026-01-17,CUST-2246,11780.78,UPI,0.00,0.00,,0.00,0.00,117.81,11662.97
ORD-10404,2026-01-15,CUST-2827,9302.19,Card,0.02,0.00,,186.04,33.49,93.02,8989.64
ORD-10405,2026-01-26,CUST-5285,13458.06,UPI,0.00,0.00,,0.00,0.00,134.58,13323.48
ORD-10406,2026-01-27,CUST-6607,1886.56,UPI,0.00,0.00,,0.00,0.00,18.87,1867.69
ORD-10407,2026-01-16,CUST-9714,847.29,UPI,0.00,0.00,,0.00,0.00,8.47,838.82
ORD-10408,2026-01-09,CUST-6784,5764.69,Card,0.02,0.00,,115.29,20.75,57.65,5571.00
ORD-10409,2026-01-18,CUST-3461,13939.10,Card,0.02,0.00,,278.78,50.18,139.39,13470.75
ORD-10410,2026-01-17,CUST-8031,14887.75,Card,0.02,0.00,,297.76,53.60,148.88,14387.51
ORD-10411,2026-01-07,CUST-5875,13800.11,UPI,0.00,0.00,,0.00,0.00,138.00,13662.11
ORD-10412,2026-01-21,CUST-1301,10981.66,Card,0.02,0.00,,219.63,39.53,109.82,10612.68
ORD-10413,2026-01-11,CUST-9789,11347.17,UPI,0.00,0.00,,0.00,0.00,113.47,11233.70
ORD-10414,2026-01-13,CUST-4537,1797.57,Card,0.02,0.00,,35.95,6.47,17.98,1737.17
ORD-10415,2026-01-18,CUST-5082,2430.01,UPI,0.00,0.00,,0.00,0.00,24.30,2405.71
ORD-10416,2026-01-05,CUST-2724,11202.67,Card,0.02,0.00,,224.05,40.33,112.03,10826.26
ORD-10417,2026-01-23,CUST-3460,1587.60,Card,0.02,0.00,,31.75,5.72,15.88,1534.25
ORD-10418,2026-01-05,CUST-7279,7031.05,UPI,0.00,0.00,,0.00,0.00,70.31,6960.74
ORD-10419,2026-01-05,CUST-1514,14878.79,UPI,0.00,0.00,,0.00,0.00,148.79,14730.00
ORD-10420,2026-01-10,CUST-9033,3219.73,Card,0.02,0.00,,64.39,11.59,32.20,3111.55
ORD-10421,2026-01-07,CUST-3159,11800.12,Card,0.02,5669.90,2026-01-09,236.00,42.48,118.00,5733.74
ORD-10422,2026-01-12,CUST-2037,11293.27,Card,0.02,0.00,,225.87,40.66,112.93,10913.81
ORD-10423,2026-01-16,CUST-2778,12661.16,UPI,0.00,0.00,,0.00,0.00,126.61,12534.55
ORD-10424,2026-01-26,CUST-3179,5903.56,Card,0.02,0.00,,118.07,21.25,59.04,5705.20
ORD-10425,2026-01-22,CUST-1226,2239.78,Card,0.02,423.74,2026-01-26,44.80,8.06,22.40,1740.78
ORD-10426,2026-01-06,CUST-6891,2883.53,UPI,0.00,0.00,,0.00,0.00,28.84,2854.69
ORD-10427,2026-01-07,CUST-3563,7749.62,Card,0.02,0.00,,154.99,27.90,77.50,7489.23
ORD-10428,2026-01-26,CUST-7643,8497.77,Card,0.02,0.00,,169.96,30.59,84.98,8212.24
ORD-10429,2026-01-18,CUST-4390,1340.46,UPI,0.00,0.00,,0.00,0.00,13.40,1327.06
ORD-10430,2026-01-30,CUST-6433,10673.68,Card,0.02,0.00,,213.47,38.42,106.74,10315.05
ORD-10431,2026-01-16,CUST-6469,5057.25,UPI,0.00,0.00,,0.00,0.00,50.57,5006.68
ORD-10432,2026-01-20,CUST-2136,9053.73,Card,0.02,0.00,,181.07,32.59,90.54,8749.53
ORD-10433,2026-01-28,CUST-6237,9709.96,UPI,0.00,0.00,,0.00,0.00,97.10,9612.86
ORD-10434,2026-01-16,CUST-3010,10351.49,International Card,0.03,0.00,,310.54,55.90,103.51,9881.54
ORD-10435,2026-01-07,CUST-4471,3203.46,Card,0.02,0.00,,64.07,11.53,32.03,3095.83
ORD-10436,2026-01-03,CUST-6068,10563.73,Card,0.02,0.00,,211.27,38.03,105.64,10208.79
ORD-10437,2026-01-06,CUST-4920,13958.33,Card,0.02,0.00,,279.17,50.25,139.58,13489.33
ORD-10438,2026-01-03,CUST-6017,13116.41,NetBanking,0.015,0.00,,196.75,35.42,131.16,12753.08
ORD-10439,2026-01-17,CUST-9895,7347.94,UPI,0.00,0.00,,0.00,0.00,73.48,7274.46
ORD-10440,2026-01-07,CUST-8462,7547.63,UPI,0.00,0.00,,0.00,0.00,75.48,7472.15
ORD-10441,2026-01-06,CUST-1685,9231.33,UPI,0.00,0.00,,0.00,0.00,92.31,9139.02
ORD-10442,2026-01-24,CUST-7868,1220.58,UPI,0.00,0.00,,0.00,0.00,12.21,1208.37
ORD-10443,2026-01-28,CUST-5998,3855.29,Wallet,0.018,0.00,,69.40,12.49,38.55,3734.85
ORD-10444,2026-01-16,CUST-3014,6856.15,Card,0.02,0.00,,137.12,24.68,68.56,6625.79
ORD-10445,2026-01-13,CUST-6347,697.48,UPI,0.00,0.00,,0.00,0.00,6.97,690.51
ORD-10446,2026-01-25,CUST-1689,6284.21,UPI,0.00,0.00,,0.00,0.00,62.84,6221.37
ORD-10447,2026-01-18,CUST-1671,10024.09,Wallet,0.018,0.00,,180.43,32.48,100.24,9710.94
ORD-10448,2026-01-07,CUST-2449,12452.45,Card,0.02,0.00,,249.05,44.83,124.52,12034.05
ORD-10449,2026-01-05,CUST-3361,14697.35,UPI,0.00,0.00,,0.00,0.00,146.97,14550.38
ORD-10450,2026-01-05,CUST-2938,4768.74,Wallet,0.018,0.00,,85.84,15.45,47.69,4619.76
ORD-10451,2026-01-29,CUST-9616,526.12,Card,0.02,0.00,,10.52,1.89,5.26,508.45
ORD-10452,2026-01-25,CUST-1597,8506.10,UPI,0.00,0.00,,0.00,0.00,85.06,8421.04
ORD-10453,2026-01-02,CUST-7171,10897.65,UPI,0.00,0.00,,0.00,0.00,108.98,10788.67
ORD-10454,2026-01-17,CUST-2633,1409.54,UPI,0.00,0.00,,0.00,0.00,14.10,1395.44
ORD-10455,2026-01-21,CUST-2537,10029.98,UPI,0.00,0.00,,0.00,0.00,100.30,9929.68
ORD-10456,2026-01-16,CUST-4750,8272.39,UPI,0.00,0.00,,0.00,0.00,82.72,8189.67
ORD-10457,2026-01-28,CUST-5666,6996.75,UPI,0.00,0.00,,0.00,0.00,69.97,6926.78
ORD-10458,2026-01-07,CUST-3324,2637.65,UPI,0.00,0.00,,0.00,0.00,26.38,2611.27
ORD-10459,2026-01-22,CUST-6774,3232.24,NetBanking,0.015,0.00,,48.48,8.73,32.32,3142.71
ORD-10460,2026-01-28,CUST-1781,3734.18,UPI,0.00,0.00,,0.00,0.00,37.34,3696.84
ORD-10461,2026-01-26,CUST-5976,602.08,UPI,0.00,0.00,,0.00,0.00,6.02,596.06
ORD-10462,2026-01-08,CUST-8264,5982.78,Card,0.02,0.00,,119.66,21.54,59.83,5781.75
ORD-10463,2026-01-23,CUST-7744,6081.24,UPI,0.00,0.00,,0.00,0.00,60.81,6020.43
ORD-10464,2026-01-11,CUST-3551,2963.50,UPI,0.00,0.00,,0.00,0.00,29.64,2933.86
ORD-10465,2026-01-09,CUST-9676,9591.82,Card,0.02,0.00,,191.84,34.53,95.92,9269.53
ORD-10466,2026-01-16,CUST-3285,8088.83,UPI,0.00,0.00,,0.00,0.00,80.89,8007.94
ORD-10467,2026-01-12,CUST-3822,9279.40,UPI,0.00,0.00,,0.00,0.00,92.79,9186.61
ORD-10468,2026-01-11,CUST-5135,7704.36,Card,0.02,2171.45,2026-01-15,154.09,27.74,77.04,5274.04
ORD-10469,2026-01-28,CUST-1687,2451.14,UPI,0.00,0.00,,0.00,0.00,24.51,2426.63
ORD-10470,2026-01-22,CUST-6906,13259.76,NetBanking,0.015,0.00,,198.90,35.80,132.60,12892.46
ORD-10471,2026-01-16,CUST-6248,6382.86,International Card,0.03,0.00,,191.49,34.47,63.83,6093.07
ORD-10472,2026-01-13,CUST-8329,2656.13,NetBanking,0.015,0.00,,39.84,7.17,26.56,2582.56
ORD-10473,2026-01-23,CUST-4711,386.59,Card,0.02,0.00,,7.73,1.39,3.87,373.60
ORD-10474,2026-01-25,CUST-8833,1375.22,Card,0.02,0.00,,27.50,4.95,13.75,1329.02
ORD-10475,2026-01-29,CUST-1264,12322.14,UPI,0.00,0.00,,0.00,0.00,123.22,12198.92
ORD-10476,2026-01-12,CUST-8544,7173.28,NetBanking,0.015,0.00,,107.60,19.37,71.73,6974.58
ORD-10477,2026-01-21,CUST-1587,5161.08,UPI,0.00,0.00,,0.00,0.00,51.61,5109.47
ORD-10478,2026-01-24,CUST-9381,10842.35,UPI,0.00,0.00,,0.00,0.00,108.42,10733.93
ORD-10479,2026-01-19,CUST-6433,9283.91,UPI,0.00,0.00,,0.00,0.00,92.84,9191.07
ORD-10480,2026-01-17,CUST-7980,12131.70,NetBanking,0.015,0.00,,181.98,32.76,121.32,11795.64
ORD-10481,2026-01-01,CUST-9915,11141.56,UPI,0.00,0.00,,0.00,0.00,111.42,11030.14
ORD-10482,2026-01-24,CUST-1155,10288.71,UPI,0.00,0.00,,0.00,0.00,102.89,10185.82
ORD-10483,2026-01-01,CUST-6063,1275.53,UPI,0.00,0.00,,0.00,0.00,12.76,1262.77
ORD-10484,2026-01-26,CUST-7040,3389.84,UPI,0.00,0.00,,0.00,0.00,33.90,3355.94
ORD-10485,2026-01-25,CUST-1948,9866.81,Wallet,0.018,0.00,,177.60,31.97,98.67,9558.57
ORD-10486,2026-01-07,CUST-1392,11869.02,Card,0.02,0.00,,237.38,42.73,118.69,11470.22
ORD-10487,2026-01-01,CUST-5741,10126.84,Card,0.02,0.00,,202.54,36.46,101.27,9786.57
ORD-10488,2026-01-24,CUST-7701,7013.30,NetBanking,0.015,0.00,,105.20,18.94,70.13,6819.03
ORD-10489,2026-01-03,CUST-6661,12074.84,UPI,0.00,3751.92,2026-01-06,0.00,0.00,120.75,8202.17
ORD-10490,2026-01-26,CUST-2750,2086.32,Card,0.02,0.00,,41.73,7.51,20.86,2016.22
ORD-10491,2026-01-03,CUST-6394,12112.62,UPI,0.00,0.00,,0.00,0.00,121.13,11991.49
ORD-10492,2026-01-09,CUST-2531,9599.32,UPI,0.00,0.00,,0.00,0.00,95.99,9503.33
ORD-10493,2026-01-21,CUST-3723,1628.71,UPI,0.00,544.61,2026-01-22,0.00,0.00,16.29,1067.81
