settlement_id,settlement_date,order_id,claimed_gross_amount,claimed_mdr_amount,claimed_gst_on_mdr,claimed_tds,claimed_refund_deducted,claimed_net_amount
SET-20260105,2026-01-05,ORD-10295,2895.35,57.91,10.42,28.95,0.00,2798.07
SET-20260120,2026-01-20,ORD-10296,8419.38,168.39,30.31,84.19,0.00,8136.49
SET-20260126,2026-01-26,ORD-10297,7500.50,0.00,0.00,75.01,0.00,7425.49
SET-20260130,2026-01-30,ORD-10298,6392.32,0.00,0.00,63.92,0.00,6328.40
SET-20260119,2026-01-19,ORD-10299,14419.55,0.00,0.00,144.20,0.00,14275.35
SET-20260106,2026-01-06,ORD-10300,14817.21,0.00,0.00,148.17,0.00,14669.04
SET-20260112,2026-01-12,ORD-10301,635.04,0.00,0.00,6.35,0.00,628.69
SET-20260116,2026-01-16,ORD-10302,4401.05,0.00,0.00,44.01,0.00,4357.04
SET-20260119,2026-01-19,ORD-10303,3689.72,73.79,13.28,36.90,0.00,3565.75
SET-20260202,2026-02-02,ORD-10304,14576.65,0.00,0.00,145.77,0.00,14430.88
SET-20260114,2026-01-14,ORD-10305,3859.02,57.89,10.42,38.59,0.00,3752.12
SET-20260126,2026-01-26,ORD-10306,5516.65,110.33,19.86,55.17,0.00,5331.29
SET-20260128,2026-01-28,ORD-10307,4020.37,80.41,14.47,40.20,0.00,3885.29
SET-20260109,2026-01-09,ORD-10308,2136.93,38.46,6.92,21.37,0.00,2070.18
SET-20260112,2026-01-12,ORD-10309,1287.75,0.00,-0.02,12.88,0.00,1274.87
SET-20260112,2026-01-12,ORD-10310,6577.14,0.00,0.00,65.77,0.00,6511.37
SET-20260102,2026-01-02,ORD-10311,5516.91,0.00,0.00,55.17,0.00,5461.74
SET-20260116,2026-01-16,ORD-10312,8095.98,161.92,29.15,80.96,0.00,7823.95
SET-20260126,2026-01-26,ORD-10313,12990.40,259.81,46.77,129.90,0.00,12553.92
SET-20260121,2026-01-21,ORD-10314,14803.06,0.00,0.00,148.03,0.00,14655.03
SET-20260127,2026-01-27,ORD-10315,3525.58,0.00,0.00,35.26,0.00,3490.32
SET-20260102,2026-01-02,ORD-10316,10385.48,0.00,-0.05,103.85,0.00,10281.63
SET-20260128,2026-01-28,ORD-10317,14286.81,285.74,51.43,142.87,0.00,13806.77
SET-20260126,2026-01-26,ORD-10318,7921.60,0.00,0.00,79.22,0.00,7842.38
SET-20260126,2026-01-26,ORD-10319,2164.18,0.00,0.00,21.64,0.00,2142.54
SET-20260129,2026-01-29,ORD-10320,2603.25,0.00,0.00,26.03,0.00,2577.22
SET-20260130,2026-01-30,ORD-10321,3671.51,66.09,11.90,36.72,0.00,3556.80
SET-20260102,2026-01-02,ORD-10322,14180.29,283.61,51.05,141.80,0.00,13703.83
SET-20260119,2026-01-19,ORD-10323,13059.79,261.20,47.02,130.60,7384.98,5235.99
SET-20260105,2026-01-05,ORD-10324,3391.99,67.84,12.21,33.92,0.00,3278.02
SET-20260106,2026-01-06,ORD-10325,9936.11,298.08,53.65,99.36,5848.27,3636.75
SET-20260126,2026-01-26,ORD-10326,11779.31,235.59,42.41,117.79,0.00,11383.52
SET-20260105,2026-01-05,ORD-10327,5040.09,100.80,18.14,50.40,0.00,4870.75
SET-20260119,2026-01-19,ORD-10328,4894.50,73.42,13.22,48.95,0.00,4758.91
SET-20260202,2026-02-02,ORD-10329,285.23,0.00,0.00,2.85,0.00,282.38
SET-20260108,2026-01-08,ORD-10330,10492.91,0.00,0.00,104.93,0.00,10387.98
SET-20260119,2026-01-19,ORD-10331,5724.13,0.00,0.00,57.24,0.00,5666.89
SET-20260105,2026-01-05,ORD-10332,9368.46,0.00,0.00,93.68,0.00,9274.78
SET-20260127,2026-01-27,ORD-10333,7882.41,0.00,0.00,78.82,2133.17,5670.42
SET-20260106,2026-01-06,ORD-10334,8786.55,0.00,0.00,87.87,0.00,8698.68
SET-20260119,2026-01-19,ORD-10335,11253.76,225.08,40.51,112.54,0.00,10875.63
SET-20260122,2026-01-22,ORD-10336,6576.76,98.65,17.76,65.77,0.00,6394.58
SET-20260116,2026-01-16,ORD-10337,9889.46,0.00,0.00,98.89,0.00,9790.57
SET-20260114,2026-01-14,ORD-10338,1701.03,0.00,0.00,17.01,0.00,1684.02
SET-20260121,2026-01-21,ORD-10339,13958.17,0.00,0.00,139.58,0.00,13818.59
SET-20260112,2026-01-12,ORD-10340,10821.01,0.00,0.00,108.21,0.00,10712.80
SET-20260127,2026-01-27,ORD-10341,2881.01,57.62,10.37,57.62,0.00,2784.21
SET-20260114,2026-01-14,ORD-10342,4570.12,91.40,16.45,45.70,0.00,4416.57
SET-20260126,2026-01-26,ORD-10343,6483.01,0.00,0.00,64.83,0.00,6418.18
SET-20260113,2026-01-13,ORD-10344,7992.19,0.00,0.00,79.92,3348.67,4563.60
SET-20260123,2026-01-23,UNKNOWN-7510,3338.26,66.77,12.02,33.38,500.00,3226.09
SET-20260130,2026-01-30,ORD-10346,5430.64,0.00,0.00,54.31,0.00,5376.33
SET-20260119,2026-01-19,ORD-10347,12374.69,0.00,0.00,123.75,0.00,12250.94
SET-20260119,2026-01-19,ORD-10348,9433.12,0.00,0.00,94.33,0.00,9338.79
SET-20260116,2026-01-16,ORD-10349,13065.04,0.00,0.00,130.65,0.00,12934.39
SET-20260123,2026-01-23,ORD-10350,9701.18,194.02,34.92,97.01,0.00,9375.23
SET-20260112,2026-01-12,ORD-10351,8998.25,0.00,0.00,89.98,0.00,8908.27
SET-20260105,2026-01-05,ORD-10352,10488.14,0.00,0.00,104.88,0.00,10383.26
SET-20260108,2026-01-08,ORD-10353,14870.59,0.00,0.00,148.71,0.00,14721.88
SET-20260127,2026-01-27,ORD-10354,8760.13,0.00,0.00,87.60,0.00,8672.53
SET-20260109,2026-01-09,ORD-10355,3039.64,0.00,0.00,30.40,0.00,3009.24
SET-20260112,2026-01-12,ORD-10356,6747.67,101.22,18.22,67.48,0.00,6560.75
SET-20260113,2026-01-13,ORD-10357,9674.49,0.00,0.00,96.74,0.00,9577.75
SET-20260105,2026-01-05,ORD-10358,5000.14,0.00,0.00,50.00,0.00,4950.14
SET-20260126,2026-01-26,ORD-10359,9995.22,199.90,35.98,99.95,0.00,9659.39
SET-20260202,2026-02-02,ORD-10360,1090.11,21.80,3.92,10.90,0.00,1053.49
SET-20260114,2026-01-14,ORD-10361,3173.82,0.00,0.00,31.74,0.00,3142.08
SET-20260126,2026-01-26,ORD-10362,5344.06,106.88,19.24,53.44,0.00,5164.50
SET-20260119,2026-01-19,ORD-10363,1973.47,35.52,6.39,19.73,924.75,987.08
SET-20260113,2026-01-13,ORD-10364,12662.09,0.00,0.00,126.62,0.00,12535.47
SET-20260119,2026-01-19,ORD-10365,2090.16,31.35,5.64,20.90,0.00,2032.27
SET-20260105,2026-01-05,ORD-10366,1941.21,0.00,0.00,19.41,0.00,1921.80
SET-20260112,2026-01-12,ORD-10367,5325.56,0.00,0.00,53.26,0.00,5272.30
SET-20260105,2026-01-05,ORD-10368,4339.61,78.11,14.06,43.40,0.00,4204.04
SET-20260107,2026-01-07,ORD-10369,11836.88,236.74,42.61,118.37,0.00,11439.16
SET-20260121,2026-01-21,ORD-10370,13972.81,0.00,0.00,139.73,0.00,13833.08
SET-20260105,2026-01-05,ORD-10371,12127.70,242.55,43.66,121.28,0.00,11720.21
SET-20260112,2026-01-12,ORD-10372,2768.16,55.36,9.96,27.68,0.00,2675.16
SET-20260121,2026-01-21,ORD-10373,9686.39,145.30,26.15,96.86,0.00,9418.08
SET-20260123,2026-01-23,ORD-10374,9174.29,0.00,0.00,91.74,0.00,9082.55
SET-20260115,2026-01-15,UNKNOWN-5376,6100.21,0.00,0.00,61.00,500.00,6039.21
SET-20260109,2026-01-09,ORD-10376,582.02,0.00,0.00,5.82,0.00,576.20
SET-20260129,2026-01-29,ORD-10377,14494.17,0.00,0.00,144.94,0.00,14349.23
SET-20260115,2026-01-15,ORD-10378,4310.74,64.66,11.64,43.11,469.20,3722.13
SET-20260129,2026-01-29,ORD-10379,5919.62,118.39,21.31,59.20,0.00,5720.72
SET-20260126,2026-01-26,ORD-10380,7372.10,147.44,26.54,73.72,0.00,7124.40
SET-20260116,2026-01-16,ORD-10381,6568.99,0.00,0.00,65.69,0.00,6503.30
SET-20260129,2026-01-29,ORD-10382,10443.99,0.00,0.00,104.44,0.00,10339.55
SET-20260108,2026-01-08,ORD-10383,12246.76,244.94,44.09,122.47,0.00,11835.26
SET-20260121,2026-01-21,ORD-10384,8000.21,0.00,0.00,80.00,0.00,7920.21
SET-20260121,2026-01-21,ORD-10385,6856.81,0.00,0.00,68.57,0.00,6788.24
SET-20260129,2026-01-29,ORD-10386,2817.93,0.00,0.00,28.18,0.00,2789.75
SET-20260126,2026-01-26,ORD-10387,2180.30,0.00,0.00,21.80,0.00,2158.50
SET-20260122,2026-01-22,ORD-10388,10278.43,0.00,0.00,102.78,0.00,5087.83
SET-20260114,2026-01-14,ORD-10389,12547.69,250.95,45.17,125.48,0.00,12126.09
SET-20260106,2026-01-06,ORD-10390,830.97,0.00,0.00,8.31,0.00,822.66
SET-20260112,2026-01-12,ORD-10391,7590.14,0.00,0.00,75.90,0.00,7514.24
SET-20260202,2026-02-02,ORD-10392,12996.97,0.00,0.00,129.97,0.00,12867.00
SET-20260105,2026-01-05,ORD-10393,6007.43,108.13,19.46,60.07,0.00,5819.77
SET-20260119,2026-01-19,ORD-10394,4868.02,97.36,17.52,48.68,0.00,4704.46
SET-20260130,2026-01-30,ORD-10395,13968.72,0.00,0.00,139.69,0.00,13829.03
SET-20260129,2026-01-29,ORD-10396,7532.69,0.00,0.00,75.33,0.00,7457.36
SET-20260119,2026-01-19,ORD-10397,13362.99,0.00,0.00,133.63,0.00,13229.36
SET-20260106,2026-01-06,ORD-10398,7780.88,155.62,28.01,77.81,1107.97,6411.47
SET-20260102,2026-01-02,ORD-10399,12071.53,0.00,0.00,120.72,4276.82,7673.99
SET-20260127,2026-01-27,ORD-10400,14875.51,267.76,48.20,148.76,0.00,14410.79
SET-20260120,2026-01-20,ORD-10401,2776.82,0.00,0.00,27.77,0.00,2749.05
SET-20260109,2026-01-09,ORD-10402,6479.59,0.00,0.00,64.80,0.00,6414.79
SET-20260119,2026-01-19,UNKNOWN-1242,11780.78,0.00,0.00,117.81,500.00,11662.97
SET-20260116,2026-01-16,ORD-10404,9302.19,186.04,33.49,93.02,0.00,8989.64
SET-20260127,2026-01-27,ORD-10405,13458.06,0.00,0.00,134.58,0.00,13323.48
SET-20260128,2026-01-28,ORD-10406,1886.56,0.00,0.00,18.87,0.00,1867.69
SET-20260119,2026-01-19,ORD-10407,847.29,0.00,0.00,8.47,0.00,838.82
SET-20260112,2026-01-12,ORD-10408,5764.69,115.29,20.75,57.65,0.00,5571.00
SET-20260119,2026-01-19,ORD-10409,13939.10,278.78,50.18,139.39,0.00,13470.75
SET-20260119,2026-01-19,ORD-10410,14887.75,297.76,53.58,148.88,0.00,14387.51
SET-20260108,2026-01-08,ORD-10411,13800.11,0.00,0.00,138.00,0.00,13662.11
SET-20260122,2026-01-22,ORD-10412,10981.66,219.63,39.53,109.82,0.00,10612.68
SET-20260112,2026-01-12,ORD-10413,11347.17,0.00,0.00,113.47,0.00,11233.70
SET-20260114,2026-01-14,ORD-10414,1797.57,35.95,6.47,17.98,0.00,1737.17
SET-20260119,2026-01-19,ORD-10415,2430.01,0.00,0.00,24.30,0.00,2405.71
SET-20260106,2026-01-06,ORD-10416,11202.67,224.05,40.33,112.03,0.00,10826.26
SET-20260126,2026-01-26,ORD-10417,1587.60,31.75,5.72,15.88,0.00,1534.25
SET-20260106,2026-01-06,ORD-10418,7031.05,0.00,0.00,70.31,0.00,6960.74
SET-20260106,2026-01-06,ORD-10419,14878.79,0.00,0.00,148.79,0.00,14730.00
SET-20260112,2026-01-12,ORD-10420,3219.73,64.39,11.59,32.20,0.00,3111.55
SET-20260108,2026-01-08,ORD-10421,11800.12,236.00,42.48,118.00,5669.90,5733.74
SET-20260113,2026-01-13,ORD-10422,11293.27,225.87,40.66,112.93,0.00,10913.81
SET-20260119,2026-01-19,ORD-10423,12661.16,0.00,0.00,126.61,0.00,12534.55
SET-20260127,2026-01-27,ORD-10424,5903.56,118.07,21.25,59.04,0.00,5705.20
SET-20260123,2026-01-23,ORD-10425,2239.78,44.80,8.06,22.40,423.74,1740.78
SET-20260107,2026-01-07,ORD-10426,2883.53,0.00,0.00,28.84,0.00,2854.69
SET-20260108,2026-01-08,ORD-10427,7749.62,154.99,27.90,77.50,0.00,7489.23
SET-20260127,2026-01-27,ORD-10428,8497.77,169.96,30.59,84.98,0.00,8212.24
SET-20260119,2026-01-19,ORD-10429,1340.46,0.00,0.00,13.40,0.00,1327.06
SET-20260202,2026-02-02,ORD-10430,10673.68,213.47,38.42,106.74,0.00,10315.05
SET-20260119,2026-01-19,ORD-10431,5057.25,0.00,0.00,50.57,0.00,5006.68
SET-20260121,2026-01-21,ORD-10432,9053.73,181.07,32.59,90.54,0.00,8749.53
SET-20260129,2026-01-29,ORD-10433,9709.96,0.00,0.00,97.10,0.00,9612.86
SET-20260119,2026-01-19,ORD-10434,10351.49,310.54,55.90,103.51,0.00,9881.54
SET-20260108,2026-01-08,ORD-10435,3203.46,64.07,11.53,32.03,0.00,3095.83
SET-20260105,2026-01-05,ORD-10436,10563.73,211.27,38.03,105.64,0.00,10208.79
SET-20260107,2026-01-07,ORD-10437,13958.33,279.17,50.25,139.58,0.00,13489.33
SET-20260105,2026-01-05,ORD-10438,13116.41,196.75,35.42,131.16,0.00,12753.08
SET-20260119,2026-01-19,ORD-10439,7347.94,0.00,0.00,73.48,0.00,7274.46
SET-20260108,2026-01-08,ORD-10440,7547.63,0.00,0.00,75.48,0.00,7472.15
SET-20260107,2026-01-07,ORD-10441,9231.33,0.00,0.00,92.31,0.00,9139.02
SET-20260126,2026-01-26,ORD-10442,1220.58,0.00,0.00,12.21,0.00,1208.37
SET-20260129,2026-01-29,ORD-10443,3855.29,69.40,12.49,38.55,0.00,3734.85
SET-20260119,2026-01-19,ORD-10444,6856.15,137.12,24.68,68.56,0.00,6625.79
SET-20260114,2026-01-14,ORD-10445,697.48,0.00,0.00,6.97,0.00,690.51
SET-20260126,2026-01-26,ORD-10446,6284.21,0.00,0.00,62.84,0.00,6221.37
SET-20260119,2026-01-19,ORD-10447,10024.09,180.43,32.48,100.24,0.00,9710.94
SET-20260108,2026-01-08,ORD-10448,12452.45,249.05,44.83,124.52,0.00,12034.05
SET-20260106,2026-01-06,ORD-10449,14697.35,0.00,0.00,146.97,0.00,14550.38
SET-20260106,2026-01-06,ORD-10450,4768.74,85.84,15.45,47.69,0.00,4619.76
SET-20260130,2026-01-30,ORD-10451,526.12,10.52,1.89,5.26,0.00,508.45
SET-20260126,2026-01-26,ORD-10452,8506.10,0.00,0.00,85.06,0.00,8421.04
SET-20260105,2026-01-05,ORD-10453,10897.65,0.00,0.05,108.98,0.00,10788.67
SET-20260119,2026-01-19,ORD-10454,1409.54,0.00,0.05,14.10,0.00,1395.44
SET-20260122,2026-01-22,ORD-10455,10029.98,0.00,0.00,100.30,0.00,9929.68
SET-20260119,2026-01-19,ORD-10456,8272.39,0.00,0.00,82.72,0.00,8189.67
SET-20260129,2026-01-29,ORD-10457,6996.75,0.00,0.00,69.97,0.00,6926.78
SET-20260108,2026-01-08,ORD-10458,2637.65,0.00,0.00,26.38,0.00,2611.27
SET-20260123,2026-01-23,ORD-10459,3232.24,48.48,8.73,32.32,0.00,3142.71
SET-20260129,2026-01-29,ORD-10460,3734.18,0.00,0.00,37.34,0.00,3696.84
SET-20260127,2026-01-27,ORD-10461,602.08,0.00,0.00,6.02,0.00,596.06
SET-20260109,2026-01-09,ORD-10462,5982.78,119.66,21.54,59.83,0.00,5781.75
SET-20260126,2026-01-26,ORD-10463,6081.24,0.00,0.00,60.81,0.00,6020.43
SET-20260112,2026-01-12,ORD-10464,2963.50,0.00,0.00,29.64,0.00,2933.86
SET-20260112,2026-01-12,ORD-10465,9591.82,191.84,34.53,95.92,0.00,9269.53
SET-20260119,2026-01-19,ORD-10466,8088.83,0.00,0.00,80.89,0.00,8007.94
SET-20260113,2026-01-13,ORD-10467,9279.40,0.00,0.00,92.79,0.00,9186.61
SET-20260112,2026-01-12,ORD-10468,7704.36,154.09,27.74,77.04,2171.45,5274.04
SET-20260129,2026-01-29,ORD-10469,2451.14,0.00,0.00,24.51,0.00,2426.63
SET-20260123,2026-01-23,ORD-10470,13259.76,198.90,35.80,132.60,0.00,12892.46
SET-20260119,2026-01-19,ORD-10471,6382.86,191.49,34.47,63.83,0.00,6093.07
SET-20260114,2026-01-14,ORD-10472,2656.13,39.84,7.17,26.56,0.00,2582.56
SET-20260126,2026-01-26,ORD-10473,386.59,7.73,1.39,3.87,0.00,373.60
SET-20260126,2026-01-26,ORD-10474,1375.22,27.50,4.95,13.75,0.00,1329.02
SET-20260130,2026-01-30,ORD-10475,12322.14,0.00,0.00,123.22,0.00,12198.92
SET-20260113,2026-01-13,ORD-10476,7173.28,107.60,19.37,71.73,0.00,6974.58
SET-20260122,2026-01-22,ORD-10477,5161.08,0.00,0.00,51.61,0.00,5109.47
SET-20260126,2026-01-26,ORD-10478,10842.35,0.00,0.00,108.42,0.00,10733.93
SET-20260120,2026-01-20,ORD-10479,9283.91,0.00,0.00,92.84,0.00,9191.07
SET-20260119,2026-01-19,ORD-10480,12131.70,181.98,32.76,121.32,0.00,11795.64
SET-20260102,2026-01-02,ORD-10481,11141.56,0.00,0.00,111.42,0.00,11030.14
SET-20260126,2026-01-26,ORD-10482,10288.71,0.00,0.00,102.89,0.00,10185.82
SET-20260102,2026-01-02,ORD-10483,1275.53,0.00,0.00,12.76,0.00,1262.77
SET-20260127,2026-01-27,ORD-10484,3389.84,0.00,0.00,33.90,0.00,3355.94
SET-20260126,2026-01-26,ORD-10485,9866.81,177.60,31.97,98.67,0.00,9558.57
SET-20260108,2026-01-08,ORD-10486,11869.02,237.38,42.73,118.69,0.00,11470.22
SET-20260102,2026-01-02,ORD-10487,10126.84,202.54,36.46,101.27,0.00,9786.57
SET-20260126,2026-01-26,ORD-10488,7013.30,105.20,18.94,70.13,0.00,6819.03
SET-20260105,2026-01-05,ORD-10489,12074.84,0.00,0.00,120.75,3751.92,8202.17
SET-20260127,2026-01-27,ORD-10490,2086.32,41.73,7.51,20.86,0.00,2016.22
SET-20260105,2026-01-05,ORD-10491,12112.62,0.00,0.00,121.13,0.00,11991.49
SET-20260112,2026-01-12,ORD-10492,9599.32,0.00,0.00,95.99,0.00,9503.33
SET-20260122,2026-01-22,ORD-10493,1628.71,0.00,0.00,16.29,544.61,1067.81
SET-20260115,2026-01-15,ORD-10494,3550.00,71.00,12.78,35.50,0.00,3430.72
SET-20260128,2026-01-28,ORD-10495,13183.14,197.75,35.60,131.83,0.00,12817.96
SET-20260123,2026-01-23,ORD-10496,9467.41,0.00,0.00,94.67,0.00,9372.74
SET-20260119,2026-01-19,ORD-10497,4163.09,83.26,14.99,41.63,0.00,4023.21
SET-20260122,2026-01-22,ORD-10498,3934.15,0.00,0.00,39.34,0.00,3894.81
SET-20260122,2026-01-22,ORD-10499,7973.55,199.34,0.00,79.74,0.00,7893.81
SET-20260105,2026-01-05,ORD-10500,14346.20,0.00,0.00,143.46,0.00,14202.74
SET-20260109,2026-01-09,ORD-10501,6632.02,132.64,23.88,66.32,0.00,6409.18
SET-20260127,2026-01-27,ORD-10502,2724.61,49.04,8.83,27.25,0.00,2639.49
SET-20260126,2026-01-26,ORD-10503,9666.16,193.32,34.80,96.66,0.00,9341.38
SET-20260105,2026-01-05,ORD-10504,11843.90,213.19,38.37,118.44,0.00,11473.90
SET-20260126,2026-01-26,ORD-10505,7198.88,215.97,38.87,71.99,0.00,6872.05
SET-20260107,2026-01-07,ORD-10506,13393.90,0.00,0.00,133.94,5384.83,7875.13
SET-20260109,2026-01-09,ORD-10507,7150.70,0.00,0.00,71.51,0.00,7079.19
SET-20260105,2026-01-05,ORD-10508,9239.55,230.99,0.00,92.40,0.00,9147.15
SET-20260114,2026-01-14,ORD-10509,281.49,0.00,0.00,2.81,0.00,278.68
SET-20260112,2026-01-12,ORD-10510,4416.64,110.42,0.00,44.17,0.00,4372.47
SET-20260202,2026-02-02,ORD-10511,856.94,0.00,0.00,8.57,0.00,848.37
SET-20260119,2026-01-19,ORD-10512,12309.46,0.00,0.00,123.09,0.00,12186.37
SET-20260126,2026-01-26,ORD-10513,639.09,12.78,2.30,6.39,207.90,409.72
SET-20260115,2026-01-15,ORD-10514,6039.73,0.00,0.00,60.40,0.00,5979.33
SET-20260109,2026-01-09,ORD-10515,4020.96,80.42,14.48,40.21,0.00,3885.85
SET-20260127,2026-01-27,ORD-10516,14319.69,286.39,51.55,143.20,0.00,13838.55
SET-20260115,2026-01-15,ORD-10517,4012.59,0.00,0.00,40.13,0.00,3972.46
SET-20260119,2026-01-19,ORD-10518,10046.32,150.69,27.12,100.46,0.00,9768.05
SET-20260106,2026-01-06,ORD-10519,6400.43,128.01,23.04,64.00,0.00,6185.38
SET-20260127,2026-01-27,ORD-10520,5450.62,98.11,17.66,54.51,0.00,5280.34
SET-20260112,2026-01-12,ORD-10521,5556.42,138.91,20.00,55.56,2322.85,3046.88
SET-20260112,2026-01-12,ORD-10522,2483.96,0.00,0.00,24.84,0.00,2459.12
SET-20260122,2026-01-22,ORD-10523,1183.37,0.00,0.00,11.83,0.00,1171.54
SET-20260119,2026-01-19,ORD-10524,6446.11,0.00,0.00,64.46,0.00,6381.65
SET-20260114,2026-01-14,ORD-10525,847.34,0.00,0.00,8.47,0.00,838.87
SET-20260126,2026-01-26,ORD-10526,12287.50,0.00,0.00,122.88,0.00,12164.62
SET-20260112,2026-01-12,ORD-10527,10159.91,0.00,0.00,101.60,0.00,10058.31
SET-20260127,2026-01-27,ORD-10528,3548.93,0.00,0.00,35.49,0.00,3513.44
SET-20260113,2026-01-13,ORD-10529,11438.40,0.00,0.00,114.38,0.00,11324.02
SET-20260127,2026-01-27,ORD-10530,10642.67,212.85,38.31,106.43,0.00,10285.08
SET-20260126,2026-01-26,ORD-10531,6571.83,0.00,0.00,65.72,0.00,6506.11
SET-20260102,2026-01-02,ORD-10532,2486.00,0.00,0.00,24.86,0.00,2461.14
SET-20260129,2026-01-29,ORD-10533,5240.94,0.00,0.00,52.41,0.00,5188.53
SET-20260119,2026-01-19,ORD-10534,12737.66,0.00,0.00,127.38,0.00,12610.28
SET-20260126,2026-01-26,ORD-10535,10386.46,0.00,0.00,103.86,0.00,10282.60
SET-20260126,2026-01-26,ORD-10536,7680.74,138.25,24.89,76.81,0.00,7440.79
SET-20260128,2026-01-28,ORD-10537,658.15,0.00,0.00,6.58,0.00,651.57
SET-20260119,2026-01-19,ORD-10538,11391.96,0.00,0.00,113.92,0.00,11278.04
SET-20260106,2026-01-06,ORD-10539,1918.86,34.54,6.22,19.19,0.00,1858.91
SET-20260126,2026-01-26,ORD-10540,9123.55,136.85,24.63,91.24,0.00,8870.83
SET-20260114,2026-01-14,ORD-10541,14424.81,0.00,0.00,144.25,0.00,14280.56
SET-20260119,2026-01-19,ORD-10542,7272.60,0.00,0.00,72.73,0.00,7199.87
SET-20260122,2026-01-22,ORD-10543,12610.53,0.00,0.00,126.11,0.00,12484.42
SET-20260114,2026-01-14,ORD-10544,2822.13,0.00,0.00,28.22,0.00,2793.91
SET-20260122,2026-01-22,ORD-10545,12494.19,0.00,0.00,124.94,0.00,12369.25
SET-20260126,2026-01-26,ORD-10546,2427.72,36.42,6.56,48.55,0.00,2360.46
SET-20260130,2026-01-30,ORD-10547,11071.75,0.00,0.00,110.72,0.00,10961.03
SET-20260126,2026-01-26,ORD-10548,7029.39,140.59,25.31,70.29,0.00,6793.20
SET-20260106,2026-01-06,ORD-10549,10721.09,192.98,34.74,107.21,0.00,10386.16
SET-20260128,2026-01-28,ORD-10550,9066.98,0.00,0.00,90.67,0.00,8976.31
SET-20260123,2026-01-23,ORD-10551,8329.97,0.00,0.00,83.30,0.00,8246.67
SET-20260112,2026-01-12,ORD-10552,710.03,12.78,2.30,7.10,0.00,687.85
SET-20260127,2026-01-27,ORD-10553,11368.39,0.00,0.00,113.68,0.00,11254.71
SET-20260105,2026-01-05,ORD-10554,7932.17,158.64,28.56,79.32,0.00,7665.65
SET-20260128,2026-01-28,ORD-10555,5561.57,111.23,20.02,55.62,0.00,5374.70
SET-20260128,2026-01-28,ORD-10556,12447.28,248.95,44.81,124.47,0.00,12029.05
SET-20260114,2026-01-14,UNKNOWN-9431,3167.02,0.00,0.00,31.67,500.00,3135.35
SET-20260119,2026-01-19,ORD-10558,12735.14,191.03,34.39,127.35,0.00,12382.37
SET-20260107,2026-01-07,ORD-10559,6835.12,0.00,0.00,68.35,0.00,6766.77
SET-20260126,2026-01-26,ORD-10560,11486.43,206.76,37.22,114.86,6157.00,4970.59
SET-20260112,2026-01-12,ORD-10561,5508.99,82.63,14.87,55.09,0.00,5356.40
SET-20260126,2026-01-26,ORD-10562,11942.23,358.27,64.49,119.42,0.00,11400.05
SET-20260127,2026-01-27,ORD-10563,1529.22,0.00,0.00,15.29,414.25,1099.68
SET-20260102,2026-01-02,ORD-10564,283.85,5.11,0.92,2.84,0.00,274.98
SET-20260112,2026-01-12,ORD-10565,12719.64,254.39,45.79,127.20,0.00,12292.26
SET-20260112,2026-01-12,ORD-10566,1349.21,0.00,0.00,13.49,0.00,1335.72
SET-20260107,2026-01-07,ORD-10567,5362.54,0.00,0.00,53.63,0.00,5308.91
SET-20260114,2026-01-14,ORD-10568,290.11,0.00,0.00,2.90,0.00,287.21
SET-20260105,2026-01-05,ORD-10569,7609.24,152.18,27.39,76.09,0.00,7353.58
SET-20260129,2026-01-29,ORD-10570,1278.95,0.00,0.00,12.79,0.00,1266.16
SET-20260129,2026-01-29,ORD-10571,4358.87,65.38,11.77,43.59,0.00,4238.13
SET-20260202,2026-02-02,UNKNOWN-8543,13610.44,0.00,0.00,136.10,500.00,13474.34
SET-20260102,2026-01-02,ORD-10573,14688.92,293.78,52.88,146.89,0.00,14195.37
SET-20260126,2026-01-26,ORD-10574,7645.64,0.00,0.00,76.46,0.00,7569.18
SET-20260109,2026-01-09,ORD-10575,1262.28,25.25,4.55,12.62,0.00,1219.86
SET-20260129,2026-01-29,ORD-10576,12098.59,241.97,43.55,120.99,0.00,11692.08
SET-20260114,2026-01-14,ORD-10577,11675.12,0.00,0.00,116.75,0.00,11558.37
SET-20260115,2026-01-15,ORD-10578,12391.92,247.84,44.61,123.92,0.00,11975.55
SET-20260119,2026-01-19,ORD-10579,1720.67,0.00,0.00,17.21,0.00,1703.46
SET-20260119,2026-01-19,ORD-10580,8983.59,134.75,24.26,89.84,0.00,8734.74
SET-20260109,2026-01-09,ORD-10581,5237.49,94.27,16.97,52.37,0.00,5073.88
SET-20260129,2026-01-29,ORD-10582,12435.38,0.00,0.00,124.35,0.00,12311.03
SET-20260105,2026-01-05,ORD-10583,8662.78,155.93,28.07,86.63,0.00,8392.15
SET-20260120,2026-01-20,ORD-10584,5784.24,104.12,18.74,57.84,0.00,5603.54
SET-20260119,2026-01-19,ORD-10585,7508.45,0.00,0.00,75.08,0.00,7433.37
SET-20260126,2026-01-26,ORD-10586,264.58,0.00,0.00,2.65,0.00,261.93
SET-20260114,2026-01-14,ORD-10587,11463.36,206.34,37.14,114.63,0.00,11105.25
SET-20260202,2026-02-02,ORD-10588,1759.40,35.19,6.33,17.59,0.00,1700.29
SET-20260112,2026-01-12,ORD-10589,7578.85,0.00,0.00,75.79,0.00,7503.06
SET-20260105,2026-01-05,ORD-10590,1842.47,36.85,6.63,18.42,0.00,1780.57
